original,checked,lemma,path,dictionary,group,actor
persistir,persistir,persistir,['./datasets/acessibilidade_3/videos/persistirSm_Prog001.mp4'],Acessibilidades3,0,2
personagem,personagem,personagem,['./datasets/acessibilidade_3/videos/personagemSm_Prog001.mp4'],Acessibilidades3,0,2
personagem,personagem,personagem,['./datasets/acessibilidade_2/videos/personagem.wmv'],Acessibilidades2,0,1
personalidade,personalidade,personalidade,['./datasets/acessibilidade_3/videos/personalidadeSm_Prog001.mp4'],Acessibilidades3,0,2
personalidade,personalidade,personalidade,['./datasets/spread_the_sign/videos/personalidade.mp4'],SpreadTheSign,0,8
personalidade,personalidade,personalidade,['./datasets/acessibilidade_2/videos/personalidade.wmv'],Acessibilidades2,0,1
pertencer,pertencer,pertencer,['./datasets/acessibilidade_2/videos/pertencer.wmv'],Acessibilidades2,0,1
pertencer,pertencer,pertencer,['./datasets/spread_the_sign/videos/pertencer.mp4'],SpreadTheSign,0,5
pertencer,pertencer,pertencer,['./datasets/acessibilidade_3/videos/pertencerSm_Prog001.mp4'],Acessibilidades3,0,2
pertubar,pertubar,pertubar,['./datasets/acessibilidade_3/videos/pertubarSm_Prog001.mp4'],Acessibilidades3,0,2
pertubar,pertubar,pertubar,['./datasets/acessibilidade_2/videos/pertubar.wmv'],Acessibilidades2,0,1
perturbar,perturbar,perturbar,['./datasets/spread_the_sign/videos/perturbar.mp4'],SpreadTheSign,0,4
perturbação,perturbação,perturbação,['./datasets/spread_the_sign/videos/perturbação.mp4'],SpreadTheSign,0,6
peruano,peruano,peruano,['./datasets/acessibilidade_3/videos/peruanoSm_Prog001.mp4'],Acessibilidades3,0,2
peruano,peruano,peruano,['./datasets/acessibilidade_2/videos/peruano.wmv'],Acessibilidades2,0,1
peruca,peruca,perucar,['./datasets/spread_the_sign/videos/peruca.mp4'],SpreadTheSign,0,8
peruca,peruca,perucar,['./datasets/acessibilidade_3/videos/perucaSm_Prog001.mp4'],Acessibilidades3,0,2
peruca,peruca,perucar,['./datasets/acessibilidade_2/videos/peruca.wmv'],Acessibilidades2,0,1
perverso,perverso,perverso,['./datasets/acessibilidade_2/videos/perverso.wmv'],Acessibilidades2,0,1
perverso,perverso,perverso,['./datasets/acessibilidade_3/videos/perversoSm_Prog001.mp4'],Acessibilidades3,0,2
perverso,perverso,perverso,['./datasets/spread_the_sign/videos/perverso.mp4'],SpreadTheSign,0,8
pervertido,pervertido,perverter,['./datasets/spread_the_sign/videos/pervertido.mp4'],SpreadTheSign,0,8
período,período,período,['./datasets/ufsc_v2/videos/PERÍODO.mp4'],UFSC_V2,0,42
período,período,período,['datasets/ufsc/videos/PER%C3%8DODO.mp4'],UFSC,0,43
perú,perú,perú,['./datasets/ufv/videos/1252-perú.mp4'],UFV,0,48
pesar,pesar,pesar,['./datasets/spread_the_sign/videos/pesar.mp4'],SpreadTheSign,0,9
pescador,pescador,pescador,['./datasets/acessibilidade_3/videos/pescadorSm_Prog001.mp4'],Acessibilidades3,0,2
pescador,pescador,pescador,['./datasets/acessibilidade_2/videos/pescador.wmv'],Acessibilidades2,0,1
pescoco,pescoço,pescoco,['./datasets/acessibilidade_3/videos/pescocoSm_Prog001.mp4'],Acessibilidades3,0,2
pescoco,pescoço,pescoco,['./datasets/acessibilidade_2/videos/pescoco.wmv'],Acessibilidades2,0,1
pescoço,pescoço,pescoço,['./datasets/spread_the_sign/videos/pescoço.mp4'],SpreadTheSign,0,8
pescoço,pescoço,pescoço,['./datasets/youtube_v2/videos/Libras - Pescoço (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
pesquisa,pesquisa,pesquisa,['./datasets/acessibilidade_3/videos/pesquisaSm_Prog001.mp4'],Acessibilidades3,0,2
pesquisa,pesquisa,pesquisa,['./datasets/acessibilidade_2/videos/pesquisa.wmv'],Acessibilidades2,0,1
pesquisar,pesquisar,pesquisar,['./datasets/youtube_v2/videos/Libras - Pesquisar (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
pesquisar,pesquisar,pesquisar,['datasets/ufsc/videos/PESQUISAR.mp4'],UFSC,0,44
pesquisar,pesquisar,pesquisar,['./datasets/ufsc_v2/videos/PESQUISAR.mp4'],UFSC_V2,0,42
pessego,pêssego,pessego,['./datasets/acessibilidade_2/videos/pessego.wmv'],Acessibilidades2,0,1
pessego,pêssego,pessego,['./datasets/acessibilidade_3/videos/pessegoSm_Prog001.mp4'],Acessibilidades3,0,2
pessegueiro,pessegueiro,pessegueiro,['./datasets/youtube_v2/videos/Libras - Pessegueiro (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
pessimo,péssimo,pessimo,['./datasets/acessibilidade_2/videos/pessimo.wmv'],Acessibilidades2,0,1
pessimo,péssimo,pessimo,['./datasets/acessibilidade_3/videos/pessimoSm_Prog001.mp4'],Acessibilidades3,0,2
pessoal,pessoal,pessoal,['./datasets/acessibilidade_3/videos/pessoalSm_Prog001.mp4'],Acessibilidades3,0,2
pessoal,pessoal,pessoal,['./datasets/acessibilidade_2/videos/pessoal.wmv'],Acessibilidades2,0,1
pessoalmente,pessoalmente,pessoalmente,['datasets/ufsc/videos/PESSOALMENTE.mp4'],UFSC,0,43
pessoalmente,pessoalmente,pessoalmente,['./datasets/ufsc_v2/videos/PESSOALMENTE.mp4'],UFSC_V2,0,42
pessoas,pessoas,pessoa,['./datasets/usp/videos/pessoas.mp4'],USP,1,47
pessoas,pessoas,pessoa,['./datasets/youtube_v2/videos/Libras - Pessoas (360p_25fps_H264-128kbit_AAC).mp4'],Youtube,0,41
pestanejar,pestanejar,pestanejar,['./datasets/acessibilidade_3/videos/pestanejarSm_Prog001.mp4'],Acessibilidades3,0,2
pestanejar,pestanejar,pestanejar,['./datasets/acessibilidade_2/videos/pestanejar.wmv'],Acessibilidades2,0,1
peteca,peteca,petecar,['./datasets/acessibilidade_2/videos/peteca.wmv'],Acessibilidades2,0,1
peteca,peteca,petecar,['./datasets/acessibilidade_3/videos/petecaSm_Prog001.mp4'],Acessibilidades3,0,2
peteca,peteca,petecar,['./datasets/youtube_v2/videos/Libras - Peteca (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,41
petiscar,petiscar,petiscar,['./datasets/acessibilidade_3/videos/petiscarSm_Prog001.mp4'],Acessibilidades3,0,2
petiscar,petiscar,petiscar,['./datasets/acessibilidade_2/videos/petiscar.wmv'],Acessibilidades2,0,1
petiscaria,petiscaria,petiscario,['./datasets/spread_the_sign/videos/petiscaria.mp4'],SpreadTheSign,0,16
pia,pia,pia,['./datasets/acessibilidade_3/videos/piaSm_Prog001.mp4'],Acessibilidades3,0,2
pia,pia,pia,['./datasets/acessibilidade_2/videos/pia.wmv'],Acessibilidades2,0,1
piao,pião,piao,['./datasets/acessibilidade_3/videos/piaoSm_Prog001.mp4'],Acessibilidades3,0,2
piao,pião,piao,['./datasets/acessibilidade_2/videos/piao.wmv'],Acessibilidades2,0,1
piaui,piauí,piaui,['./datasets/acessibilidade_3/videos/piauiSm_Prog001.mp4'],Acessibilidades3,0,2
piaui,piauí,piaui,['./datasets/acessibilidade_2/videos/piaui.wmv'],Acessibilidades2,0,1
piauí,piauí,piauí,['./datasets/ufsc_v2/videos/PIAUÍ.mp4'],UFSC_V2,0,42
piauí,piauí,piauí,['datasets/ufsc/videos/PIAU%C3%8D.mp4'],UFSC,0,45
picada,picada,picar,['./datasets/acessibilidade_3/videos/picadaSm_Prog001.mp4'],Acessibilidades3,0,2
picada,picada,picar,['./datasets/acessibilidade_2/videos/picada.wmv'],Acessibilidades2,0,1
picante,picante,picante,['./datasets/spread_the_sign/videos/Picante.mp4'],SpreadTheSign,0,10
pichar,pichar,pichar,['./datasets/acessibilidade_2/videos/pichar.wmv'],Acessibilidades2,0,1
pichar,pichar,pichar,['./datasets/acessibilidade_3/videos/picharSm_Prog001.mp4'],Acessibilidades3,0,2
picolé,picolé,picolé,['./datasets/ufsc_v2/videos/PICOLÉ.mp4'],UFSC_V2,0,42
picolé,picolé,picolé,['datasets/ufsc/videos/PICOL%C3%89.mp4'],UFSC,0,43
piedade,piedade,piedader,['./datasets/acessibilidade_3/videos/piedadeSm_Prog001.mp4'],Acessibilidades3,0,2
piedade,piedade,piedader,['./datasets/acessibilidade_2/videos/piedade.wmv'],Acessibilidades2,0,1
piercing,piercing,piercing,['./datasets/youtube_v2/videos/Libras - Piercing (480p_30fps_VP9-128kbit_AAC).mkv'],Youtube,0,51
pigmento,pigmento,pigmento,['./datasets/spread_the_sign/videos/Pigmento.mp4'],SpreadTheSign,0,8
pijama,pijama,pijamar,['./datasets/acessibilidade_3/videos/pijamaSm_Prog001.mp4'],Acessibilidades3,0,2
pijama,pijama,pijamar,['./datasets/acessibilidade_2/videos/pijama.wmv'],Acessibilidades2,0,1
pilar,pilar,pilar,['./datasets/acessibilidade_2/videos/pilar.wmv'],Acessibilidades2,0,1
pilar,pilar,pilar,['./datasets/acessibilidade_3/videos/pilarSm_Prog001.mp4'],Acessibilidades3,0,2
pilates,pilates,pilate,['./datasets/ufsc_v2/videos/PILATES.mp4'],UFSC_V2,0,42
pilates,pilates,pilate,['datasets/ufsc/videos/PILATES.mp4'],UFSC,0,43
pileque,pileque,pileque,['./datasets/acessibilidade_3/videos/pilequeSm_Prog001.mp4'],Acessibilidades3,0,2
pileque,pileque,pileque,['./datasets/acessibilidade_2/videos/pileque.wmv'],Acessibilidades2,0,1
pilotar,pilotar,pilotar,['./datasets/acessibilidade_2/videos/pilotar.wmv'],Acessibilidades2,0,1
pilotar,pilotar,pilotar,['./datasets/acessibilidade_3/videos/pilotarSm_Prog001.mp4'],Acessibilidades3,0,2
piloto,piloto,piloto,['./datasets/acessibilidade_3/videos/pilotoSm_Prog001.mp4'],Acessibilidades3,0,2
piloto,piloto,piloto,['./datasets/acessibilidade_2/videos/piloto.wmv'],Acessibilidades2,0,1
piloto de aviao,piloto de avião,piloto,['./datasets/usp/videos/piloto_de_aviao.mp4'],USP,0,47
pilula,pílula,pilular,['./datasets/acessibilidade_3/videos/pilulaSm_Prog001.mp4'],Acessibilidades3,0,2
pilula,pílula,pilular,['./datasets/acessibilidade_2/videos/pilula.wmv'],Acessibilidades2,0,1
pimenta,pimenta,pimentar,['./datasets/acessibilidade_2/videos/pimenta.wmv'],Acessibilidades2,0,1
pimenta,pimenta,pimentar,['./datasets/youtube_v2/videos/Libras - Pimenta (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,2,41
pimenta,pimenta,pimentar,['./datasets/acessibilidade_3/videos/pimentaSm_Prog001.mp4'],Acessibilidades3,0,2
pimenta,pimenta,pimentar,['./datasets/spread_the_sign/videos/Pimenta.mp4'],SpreadTheSign,1,10
pimentao,pimentão,pimentao,['./datasets/acessibilidade_3/videos/pimentaoSm_Prog001.mp4'],Acessibilidades3,0,2
pimentao,pimentão,pimentao,['./datasets/acessibilidade_2/videos/pimentao.wmv'],Acessibilidades2,0,1
pin,pin,pin,['./datasets/spread_the_sign/videos/Pin.mp4'],SpreadTheSign,0,8
pinca,pinça,Pinca,['./datasets/acessibilidade_3/videos/pincaSm_Prog001.mp4'],Acessibilidades3,0,2
pinca,pinça,Pinca,['./datasets/acessibilidade_2/videos/pinca.wmv'],Acessibilidades2,0,1
pincel,pincel,pincel,['./datasets/spread_the_sign/videos/Pincel.mp4'],SpreadTheSign,2,8
pincel,pincel,pincel,['./datasets/acessibilidade_2/videos/pincel1.wmv'],Acessibilidades2,1,1
pincel,pincel,pincel,['./datasets/acessibilidade_3/videos/pincel2Sm_Prog001.mp4'],Acessibilidades3,0,2
pincel,pincel,pincel,['./datasets/acessibilidade_2/videos/pincel2.wmv'],Acessibilidades2,0,1
pincel,pincel,pincel,['./datasets/acessibilidade_3/videos/pincel1Sm_Prog001.mp4'],Acessibilidades3,1,2
pinga,pinga,pingar,['./datasets/acessibilidade_3/videos/pingaSm_Prog001.mp4'],Acessibilidades3,0,2
pinga,pinga,pingar,['./datasets/acessibilidade_2/videos/pinga.wmv'],Acessibilidades2,0,1
pingar,pingar,pingar,['./datasets/acessibilidade_2/videos/pingar.wmv'],Acessibilidades2,0,1
pingar,pingar,pingar,['./datasets/acessibilidade_3/videos/pingarSm_Prog001.mp4'],Acessibilidades3,0,2
pingar,pingar,pingar,['./datasets/spread_the_sign/videos/Pingar.mp4'],SpreadTheSign,1,8
pingo,pingo,pingo,['./datasets/acessibilidade_2/videos/pingo.wmv'],Acessibilidades2,0,1
pinheiro,pinheiro,Pinheiro,['./datasets/spread_the_sign/videos/pinheiro.mp4'],SpreadTheSign,0,8
pinhão,pinhão,pinhão,['./datasets/spread_the_sign/videos/pinhão.mp4'],SpreadTheSign,1,10
pinhão,pinhão,pinhão,['./datasets/ufsc_v2/videos/PINHÃO.mp4'],UFSC_V2,0,42
pinhão,pinhão,pinhão,['datasets/ufsc/videos/PINH%C3%83O.mp4'],UFSC,0,43
pinta,pinta,pintar,['./datasets/acessibilidade_3/videos/pintaSm_Prog001.mp4'],Acessibilidades3,1,2
pinta,pinta,pintar,['datasets/ufsc/videos/PINTA.mp4'],UFSC,0,43
pinta,pinta,pintar,['./datasets/ufsc_v2/videos/PINTA.mp4'],UFSC_V2,0,42
pinta,pinta,pintar,['./datasets/acessibilidade_2/videos/pinta.wmv'],Acessibilidades2,1,1
pintinho,pintinho,pintinhar,['./datasets/spread_the_sign/videos/pintinho.mp4'],SpreadTheSign,0,8
pinto,pinto,Pinto,['./datasets/acessibilidade_2/videos/pinto.wmv'],Acessibilidades2,0,1
pinto,pinto,Pinto,['./datasets/acessibilidade_3/videos/pintoSm_Prog001.mp4'],Acessibilidades3,0,2
pinça,pinça,pinçar,['./datasets/spread_the_sign/videos/Pinça.mp4'],SpreadTheSign,0,4
pinça,pinça,pinçar,['datasets/ufsc/videos/PIN%C3%87A.mp4'],UFSC,0,43
pinça,pinça,pinçar,['./datasets/ufsc_v2/videos/PINÇA.mp4'],UFSC_V2,0,42
pinças,pinças,pinça,['./datasets/spread_the_sign/videos/Pinças.mp4'],SpreadTheSign,0,8
pinóquio,pinóquio,pinóquio,['./datasets/ufsc_v2/videos/PINÓQUIO.mp4'],UFSC_V2,0,42
pinóquio,pinóquio,pinóquio,['datasets/ufsc/videos/PIN%C3%93QUIO.mp4'],UFSC,0,43
pioneiro,pioneiro,pioneiro,['./datasets/acessibilidade_3/videos/pioneiroSm_Prog001.mp4'],Acessibilidades3,0,2
pioneiro,pioneiro,pioneiro,['./datasets/acessibilidade_2/videos/pioneiro.wmv'],Acessibilidades2,0,1
piorar,piorar,piorar,['./datasets/acessibilidade_2/videos/piorar.wmv'],Acessibilidades2,0,1
piorar,piorar,piorar,['./datasets/spread_the_sign/videos/Piorar.mp4'],SpreadTheSign,0,8
piorar,piorar,piorar,['./datasets/acessibilidade_3/videos/piorarSm_Prog001.mp4'],Acessibilidades3,0,2
pipeta,pipeta,pipetar,['./datasets/spread_the_sign/videos/Pipeta.mp4'],SpreadTheSign,0,32
pipoca,pipoca,pipocar,['./datasets/acessibilidade_2/videos/pipoca.wmv'],Acessibilidades2,0,1
pipoca,pipoca,pipocar,['./datasets/ufsc_v2/videos/PIPOCA.mp4'],UFSC_V2,0,42
pipoca,pipoca,pipocar,['datasets/ufsc/videos/PIPOCA.mp4'],UFSC,0,43
pipoca,pipoca,pipocar,['./datasets/acessibilidade_3/videos/pipocaSm_Prog001.mp4'],Acessibilidades3,0,2
pipoca,pipoca,pipocar,['./datasets/youtube_v2/videos/Libras - Pipoca (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
pipocas,pipocas,pipoco,['./datasets/spread_the_sign/videos/Pipocas.mp4'],SpreadTheSign,0,32
piquenique,piquenique,piquenique,['./datasets/spread_the_sign/videos/Piquenique.mp4'],SpreadTheSign,0,10
piramide,pirâmide,piramidir,['./datasets/acessibilidade_3/videos/piramideSm_Prog001.mp4'],Acessibilidades3,0,2
piranha,piranha,piranha,['./datasets/acessibilidade_3/videos/piranha2Sm_Prog001.mp4'],Acessibilidades3,1,2
piranha,piranha,piranha,['./datasets/acessibilidade_2/videos/piranha2.wmv'],Acessibilidades2,1,1
piranha,piranha,piranha,['./datasets/acessibilidade_3/videos/piranha1Sm_Prog001.mp4'],Acessibilidades3,0,2
piranha,piranha,piranha,['./datasets/acessibilidade_2/videos/piranha1.wmv'],Acessibilidades2,0,1
piranha,piranha,piranha,['./datasets/youtube_v2/videos/Libras - Piranha (480p_30fps_H264-128kbit_AAC).mp4'],Youtube,2,51
pirata,pirata,piratar,['./datasets/acessibilidade_2/videos/pirata.wmv'],Acessibilidades2,0,1
pirata,pirata,piratar,['./datasets/acessibilidade_3/videos/pirataSm_Prog001.mp4'],Acessibilidades3,0,2
pires,pires,pir,['./datasets/spread_the_sign/videos/pires.mp4'],SpreadTheSign,0,4
pires,pires,pir,['./datasets/acessibilidade_2/videos/pires.wmv'],Acessibilidades2,1,1
pires,pires,pir,['./datasets/acessibilidade_3/videos/piresSm_Prog001.mp4'],Acessibilidades3,1,2
pirulito,pirulito,pirulito,['./datasets/youtube_v2/videos/Libras - Pirulito (1080p_30fps_VP9-128kbit_AAC).mkv'],Youtube,0,41
pirulito,pirulito,pirulito,['./datasets/acessibilidade_2/videos/pirulito.wmv'],Acessibilidades2,0,1
pirulito,pirulito,pirulito,['./datasets/acessibilidade_3/videos/pirulitoSm_Prog001.mp4'],Acessibilidades3,0,2
pirâmide,pirâmide,pirâmide,['./datasets/spread_the_sign/videos/Pirâmide.mp4'],SpreadTheSign,0,8
pisadura,pisadura,pisadura,['./datasets/spread_the_sign/videos/Pisadura.mp4'],SpreadTheSign,0,8
pisar,pisar,pisar,['./datasets/acessibilidade_3/videos/pisarSm_Prog001.mp4'],Acessibilidades3,0,2
pisar,pisar,pisar,['./datasets/acessibilidade_2/videos/pisar.wmv'],Acessibilidades2,0,1
piscar,piscar,piscar,['./datasets/spread_the_sign/videos/piscar.mp4'],SpreadTheSign,0,4
piscina,piscina,piscino,['./datasets/acessibilidade_3/videos/piscinaSm_Prog001.mp4'],Acessibilidades3,1,2
piscina,piscina,piscino,['./datasets/usp/videos/piscina.mp4'],USP,1,47
piscina,piscina,piscino,['./datasets/acessibilidade_2/videos/piscina.wmv'],Acessibilidades2,1,1
piscina,piscina,piscino,['./datasets/ufsc_v2/videos/PISCINA.mp4'],UFSC_V2,0,42
piscina,piscina,piscino,['./datasets/youtube_v2/videos/Libras - Piscina (1080p_30fps_VP9-128kbit_AAC).mkv'],Youtube,1,41
piscina,piscina,piscino,['./datasets/spread_the_sign/videos/Piscina.mp4'],SpreadTheSign,2,8
piscina,piscina,piscino,['datasets/ufsc/videos/PISCINA.mp4'],UFSC,0,43
pisotear,pisotear,pisotear,['./datasets/spread_the_sign/videos/pisotear.mp4'],SpreadTheSign,0,4
pista,pista,pista,['./datasets/spread_the_sign/videos/Pista.mp4'],SpreadTheSign,0,8
pistola,pistola,pistolar,['./datasets/acessibilidade_3/videos/pistolaSm_Prog001.mp4'],Acessibilidades3,0,2
pistola,pistola,pistolar,['./datasets/acessibilidade_2/videos/pistola.wmv'],Acessibilidades2,0,1
pitada,pitada,pitar,['./datasets/acessibilidade_2/videos/pitada.wmv'],Acessibilidades2,0,1
pitada,pitada,pitar,['./datasets/acessibilidade_3/videos/pitadaSm_Prog001.mp4'],Acessibilidades3,0,2
placa,placa,placar,['./datasets/ufv/videos/01491-Placa.mp4'],UFV,1,48
placa,placa,placar,['./datasets/acessibilidade_3/videos/placaSm_Prog001.mp4'],Acessibilidades3,0,2
placa,placa,placar,['./datasets/acessibilidade_2/videos/placa.wmv'],Acessibilidades2,0,1
placar,placar,placar,['./datasets/acessibilidade_2/videos/placar.wmv'],Acessibilidades2,0,1
placar,placar,placar,['./datasets/acessibilidade_3/videos/placarSm_Prog001.mp4'],Acessibilidades3,0,2
planejamento,planejamento,planejamento,['./datasets/acessibilidade_3/videos/planejamentoSm_Prog001.mp4'],Acessibilidades3,0,2
planejamento,planejamento,planejamento,['./datasets/acessibilidade_2/videos/planejamento.wmv'],Acessibilidades2,0,1
planejamento familiar,planejamento familiar,planejamento,['./datasets/spread_the_sign/videos/planejamento familiar.mp4'],SpreadTheSign,0,18
planejar,planejar,planejar,['./datasets/acessibilidade_2/videos/planejar.wmv'],Acessibilidades2,0,1
planejar,planejar,planejar,['./datasets/acessibilidade_3/videos/planejarSm_Prog001.mp4'],Acessibilidades3,0,2
planeta,planeta,planeta,['./datasets/acessibilidade_3/videos/planetaSm_Prog001.mp4'],Acessibilidades3,0,2
planeta,planeta,planeta,['./datasets/acessibilidade_2/videos/planeta.wmv'],Acessibilidades2,0,1
planilha,planilha,planilha,['./datasets/acessibilidade_3/videos/planilhaSm_Prog001.mp4'],Acessibilidades3,0,2
planilha,planilha,planilha,['./datasets/acessibilidade_2/videos/planilha.wmv'],Acessibilidades2,0,1
plano,plano,Plano,['datasets/ufsc/videos/PLANO.mp4'],UFSC,0,43
plano,plano,Plano,['./datasets/acessibilidade_2/videos/plano.wmv'],Acessibilidades2,1,1
plano,plano,Plano,['./datasets/acessibilidade_3/videos/planoSm_Prog001.mp4'],Acessibilidades3,1,2
plano,plano,Plano,['./datasets/ufsc_v2/videos/PLANO.mp4'],UFSC_V2,0,42
plano,plano,Plano,['./datasets/spread_the_sign/videos/Plano.mp4'],SpreadTheSign,2,8
plano de estudos do aluno,plano de estudos do aluno,plano,['./datasets/spread_the_sign/videos/Plano de estudos do aluno.mp4'],SpreadTheSign,0,8
planta,planta,planto,['./datasets/acessibilidade_3/videos/planta2Sm_Prog001.mp4'],Acessibilidades3,0,2
planta,planta,planto,['./datasets/acessibilidade_2/videos/planta1.wmv'],Acessibilidades2,1,1
planta,planta,planto,['./datasets/acessibilidade_2/videos/planta2.wmv'],Acessibilidades2,0,1
planta,planta,planto,['./datasets/acessibilidade_3/videos/planta1Sm_Prog001.mp4'],Acessibilidades3,1,2
planta,planta,planto,['./datasets/spread_the_sign/videos/planta.mp4'],SpreadTheSign,2,8
plantacao,plantação,plantacao,['./datasets/acessibilidade_3/videos/plantacaoSm_Prog001.mp4'],Acessibilidades3,0,2
plantacao,plantação,plantacao,['./datasets/acessibilidade_2/videos/plantacao.wmv'],Acessibilidades2,0,1
plantação,plantação,plantação,['./datasets/spread_the_sign/videos/plantação.mp4'],SpreadTheSign,0,8
plastico,plástico,plastico,['./datasets/acessibilidade_2/videos/plastico.wmv'],Acessibilidades2,0,1
plastico,plástico,plastico,['./datasets/acessibilidade_3/videos/plasticoSm_Prog001.mp4'],Acessibilidades3,0,2
plastificar,plastificar,plastificar,['./datasets/acessibilidade_3/videos/plastificarSm_Prog001.mp4'],Acessibilidades3,0,2
plastificar,plastificar,plastificar,['./datasets/acessibilidade_2/videos/plastificar.wmv'],Acessibilidades2,0,1
plateia,platéia,platear,['./datasets/acessibilidade_3/videos/plateiaSm_Prog001.mp4'],Acessibilidades3,0,2
plateia,platéia,platear,['./datasets/acessibilidade_2/videos/plateia.wmv'],Acessibilidades2,0,1
plástico,plástico,plástico,['./datasets/ufsc_v2/videos/PLÁSTICO.mp4'],UFSC_V2,0,42
plástico,plástico,plástico,['./datasets/spread_the_sign/videos/plástico.mp4'],SpreadTheSign,1,8
plástico,plástico,plástico,['datasets/ufsc/videos/PL%C3%81STICO.mp4'],UFSC,0,45
pneu,pneu,pneu,['./datasets/acessibilidade_2/videos/pneu.wmv'],Acessibilidades2,1,1
pneu,pneu,pneu,['./datasets/spread_the_sign/videos/pneu.mp4'],SpreadTheSign,0,8
poca,poça,pocar,['./datasets/acessibilidade_2/videos/poca.wmv'],Acessibilidades2,0,1
poca,poça,pocar,['./datasets/acessibilidade_3/videos/pocaSm_Prog001.mp4'],Acessibilidades3,0,2
poco,poço,poco,['./datasets/acessibilidade_2/videos/poco.wmv'],Acessibilidades2,0,1
poco,poço,poco,['./datasets/acessibilidade_3/videos/pocoSm_Prog001.mp4'],Acessibilidades3,0,2
poda,poda,por,['./datasets/spread_the_sign/videos/poda.mp4'],SpreadTheSign,0,8
poderoso,poderoso,poderoso,['./datasets/acessibilidade_3/videos/poderosoSm_Prog001.mp4'],Acessibilidades3,0,2
poderoso,poderoso,poderoso,['./datasets/acessibilidade_2/videos/poderoso.wmv'],Acessibilidades2,1,1
podre,podre,podre,['./datasets/ufsc_v2/videos/PODRE.mp4'],UFSC_V2,0,42
podre,podre,podre,['./datasets/acessibilidade_2/videos/podre.wmv'],Acessibilidades2,0,1
podre,podre,podre,['./datasets/acessibilidade_3/videos/podreSm_Prog001.mp4'],Acessibilidades3,0,2
podre,podre,podre,['datasets/ufsc/videos/PODRE.mp4'],UFSC,0,43
poema,poema,poema,['./datasets/usp/videos/poema.mp4'],USP,0,47
poesia,poesia,poesia,['./datasets/acessibilidade_2/videos/poesia1.wmv'],Acessibilidades2,2,1
poesia,poesia,poesia,['./datasets/ufsc_v2/videos/POESIA.mp4'],UFSC_V2,0,42
poesia,poesia,poesia,['datasets/ufsc/videos/POESIA.mp4'],UFSC,0,43
poesia,poesia,poesia,['./datasets/acessibilidade_2/videos/poesia2.wmv'],Acessibilidades2,0,1
poesia,poesia,poesia,['./datasets/spread_the_sign/videos/poesia.mp4'],SpreadTheSign,1,8
poesia,poesia,poesia,['./datasets/acessibilidade_3/videos/poesia2Sm_Prog001.mp4'],Acessibilidades3,0,2
polegar,polegar,polegar,['./datasets/acessibilidade_3/videos/polegarSm_Prog001.mp4'],Acessibilidades3,1,2
polegar,polegar,polegar,['./datasets/spread_the_sign/videos/polegar.mp4'],SpreadTheSign,0,8
polegar,polegar,polegar,['./datasets/acessibilidade_2/videos/polegar.wmv'],Acessibilidades2,1,1
polemica,polêmica,polemico,['./datasets/acessibilidade_3/videos/polemicaSm_Prog001.mp4'],Acessibilidades3,0,2
polemica,polêmica,polemico,['./datasets/acessibilidade_2/videos/polemica.wmv'],Acessibilidades2,0,1
policial,policial,policial,['./datasets/acessibilidade_2/videos/policial.wmv'],Acessibilidades2,0,1
policial,policial,policial,['./datasets/youtube_v2/videos/Libras - Policial (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
policial,policial,policial,['./datasets/acessibilidade_3/videos/policialSm_Prog001.mp4'],Acessibilidades3,0,2
polido,polido,poler,['./datasets/acessibilidade_3/videos/polidoSm_Prog001.mp4'],Acessibilidades3,0,2
polido,polido,poler,['./datasets/acessibilidade_2/videos/polido.wmv'],Acessibilidades2,0,1
poligamia,poligamia,poligamia,['./datasets/acessibilidade_2/videos/poligamia.wmv'],Acessibilidades2,0,1
poligamia,poligamia,poligamia,['./datasets/acessibilidade_3/videos/poligamiaSm_Prog001.mp4'],Acessibilidades3,0,2
poliglota,poliglota,poliglota,['./datasets/acessibilidade_3/videos/poliglotaSm_Prog001.mp4'],Acessibilidades3,0,2
poliglota,poliglota,poliglota,['./datasets/acessibilidade_2/videos/poliglota.wmv'],Acessibilidades2,0,1
polir,polir,polir,['./datasets/acessibilidade_2/videos/polir.wmv'],Acessibilidades2,0,1
politico,político,politico,['./datasets/acessibilidade_3/videos/politicoSm_Prog001.mp4'],Acessibilidades3,0,2
politico,político,politico,['./datasets/acessibilidade_2/videos/politico.wmv'],Acessibilidades2,0,1
polo,pólo,polo,['./datasets/acessibilidade_3/videos/polo2Sm_Prog001.mp4'],Acessibilidades3,0,2
polo,pólo,polo,['./datasets/acessibilidade_3/videos/polo3Sm_Prog001.mp4'],Acessibilidades3,2,2
polo,pólo,polo,['./datasets/acessibilidade_2/videos/polo3.wmv'],Acessibilidades2,2,1
polo,pólo,polo,['./datasets/acessibilidade_2/videos/polo2.wmv'],Acessibilidades2,0,1
polo,pólo,polo,['./datasets/acessibilidade_2/videos/polo1.wmv'],Acessibilidades2,1,1
