original,checked,lemma,path,dictionary
mágoa,mágoa,mágoa,['datasets/ufsc/videos/M%C3%81GOA.mp4'],UFSC
pêra,pêra,pêra,['datasets/ufsc/videos/P%C3%8ARA.mp4'],UFSC
ignorar,ignorar,ignorar,['datasets/ufsc/videos/IGNORAR.mp4'],UFSC
seio,seio,seio,"['datasets/ufsc/videos/SEIO3.mp4', 'datasets/ufsc/videos/SEIO2.mp4', 'datasets/ufsc/videos/SEIO.mp4']",UFSC
compreender,compreender,compreender,['datasets/ufsc/videos/COMPREENDER.mp4'],UFSC
google,google,google,"['datasets/ufsc/videos/GOOGLE2.mp4', 'datasets/ufsc/videos/GOOGLE.mp4']",UFSC
reunião,reunião,reunião,"['datasets/ufsc/videos/REUNI%C3%83O3.mp4', 'datasets/ufsc/videos/REUNI%C3%83O.mp4', 'datasets/ufsc/videos/REUNI%C3%83O2.mp4']",UFSC
vinho,vinho,vinho,['datasets/ufsc/videos/VINHO.mp4'],UFSC
uberaba mg,uberaba mg,uberabar,['datasets/ufsc/videos/UBERABA-MG.mp4'],UFSC
roupa,roupa,roupa,['datasets/ufsc/videos/ROUPA.mp4'],UFSC
peixe,peixe,peixe,"['datasets/ufsc/videos/PEIXE2.mp4', 'datasets/ufsc/videos/PEIXE.mp4']",UFSC
técnico,técnico,técnico,['datasets/ufsc/videos/T%C3%89CNICO.mp4'],UFSC
unção,unção,unção,"['datasets/ufsc/videos/UN%C3%87%C3%83O2.mp4', 'datasets/ufsc/videos/UN%C3%87%C3%83O.mp4']",UFSC
horas três,horas três,hora,['datasets/ufsc/videos/HORAS-TR%C3%8AS.mp4'],UFSC
comer,comer,comer,"['datasets/ufsc/videos/COMER.mp4', 'datasets/ufsc/videos/E(comer).mp4', 'datasets/ufsc/videos/E(comer)2.mp4']",UFSC
tentação,tentação,tentação,['datasets/ufsc/videos/TENTA%C3%87%C3%83O.mp4'],UFSC
dois dedos,dois dedos,dois,['datasets/ufsc/videos/B%C3%93IA(dois-dedos).mp4'],UFSC
coco,coco,coco,['datasets/ufsc/videos/COCO.mp4'],UFSC
salgadinho,salgadinho,salgadinho,['datasets/ufsc/videos/SALGADINHO.mp4'],UFSC
classificador,classificador,classificador,['datasets/ufsc/videos/CLASSIFICADOR.mp4'],UFSC
preso,preso,prender,['datasets/ufsc/videos/PRESO.mp4'],UFSC
divorciar,divorciar,divorciar,"['datasets/ufsc/videos/DIVORCIAR3.mp4', 'datasets/ufsc/videos/DIVORCIAR2.mp4', 'datasets/ufsc/videos/DIVORCIAR.mp4']",UFSC
suiça,suiça,suiçar,['datasets/ufsc/videos/SUI%C3%87A.mp4'],UFSC
colegiado,colegiado,colegiar,['datasets/ufsc/videos/COLEGIADO.mp4'],UFSC
cabo verde,cabo verde,cabo,['datasets/ufsc/videos/CABO-VERDE.mp4'],UFSC
adulto,adulto,adulto,['datasets/ufsc/videos/ADULTO.mp4'],UFSC
novela,novela,novela,"['datasets/ufsc/videos/NOVELA3.mp4', 'datasets/ufsc/videos/NOVELA2.mp4', 'datasets/ufsc/videos/NOVELA4.mp4', 'datasets/ufsc/videos/NOVELA.mp4']",UFSC
regra,regra,regrar,['datasets/ufsc/videos/REGRA.mp4'],UFSC
errar,errar,errar,['datasets/ufsc/videos/ERRAR.mp4'],UFSC
produzir,produzir,produzir,['datasets/ufsc/videos/PRODUZIR.mp4'],UFSC
vazio,vazio,vazio,"['datasets/ufsc/videos/VAZIO.mp4', 'datasets/ufsc/videos/VAZIO2.mp4']",UFSC
nervoso,nervoso,nervoso,"['datasets/ufsc/videos/NERVOSO.mp4', 'datasets/ufsc/videos/NERVOSO2.mp4']",UFSC
icônicos,icônicos,icônico,['datasets/ufsc/videos/IC%C3%94NICOS.mp4'],UFSC
flor,flor,flor,['datasets/ufsc/videos/FLOR.mp4'],UFSC
vestido,vestido,vestir,['datasets/ufsc/videos/VESTIDO.mp4'],UFSC
futuro,futuro,futuro,['datasets/ufsc/videos/FUTURO.mp4'],UFSC
chapeuzinho vermelho,chapeuzinho vermelho,chapeuzinho,['datasets/ufsc/videos/CHAPEUZINHO-VERMELHO.mp4'],UFSC
burquina faso,burquina faso,Burquina,['datasets/ufsc/videos/BURQUINA-FASO.mp4'],UFSC
piso,piso,piso,['datasets/ufsc/videos/PISO.mp4'],UFSC
mudo,mudo,mudo,['datasets/ufsc/videos/MUDO.mp4'],UFSC
santana ap,santana ap,santano,['datasets/ufsc/videos/SANTANA-AP.mp4'],UFSC
alho,alho,alho,"['datasets/ufsc/videos/ALHO2.mp4', 'datasets/ufsc/videos/FS(alho).mp4', 'datasets/ufsc/videos/ALHO.mp4']",UFSC
manteiga,manteiga,manteiga,['datasets/ufsc/videos/MANTEIGA.mp4'],UFSC
cebola,cebola,Cebola,"['datasets/ufsc/videos/CEBOLA.mp4', 'datasets/ufsc/videos/CEBOLA2.mp4']",UFSC
ufc,ufc,ufc,['datasets/ufsc/videos/UFC.mp4'],UFSC
oktoberfest,oktoberfest,oktoberfest,['datasets/ufsc/videos/OKTOBERFEST.mp4'],UFSC
itajai sc,itajai sc,itajair,['datasets/ufsc/videos/ITAJAI-SC.mp4'],UFSC
relacionar,relacionar,relacionar,['datasets/ufsc/videos/RELACIONAR.mp4'],UFSC
possível,possível,possível,['datasets/ufsc/videos/POSS%C3%8DVEL.mp4'],UFSC
vozeado,vozeado,vozear,['datasets/ufsc/videos/VOZEADO.mp4'],UFSC
quadro,quadro,quadro,['datasets/ufsc/videos/QUADRO.mp4'],UFSC
cego,cego,cego,"['datasets/ufsc/videos/CEGO.mp4', 'datasets/ufsc/videos/CEGO2.mp4']",UFSC
milho,milho,milho,['datasets/ufsc/videos/MILHO.mp4'],UFSC
combinar não,combinar não,combinar,['datasets/ufsc/videos/COMBINAR-N%C3%83O.mp4'],UFSC
todo,todo,todo,['datasets/ufsc/videos/TODO.mp4'],UFSC
despertar,despertar,despertar,['datasets/ufsc/videos/DESPERTAR.mp4'],UFSC
vegetáriano,vegetáriano,vegetáriano,['datasets/ufsc/videos/VEGET%C3%81RIANO.mp4'],UFSC
comunicar faltar,comunicar faltar,comunicar,['datasets/ufsc/videos/COMUNICAR-FALTAR.mp4'],UFSC
antes,antes,antes,['datasets/ufsc/videos/ANTES.mp4'],UFSC
mesmo,mesmo,mesmo,"['datasets/ufsc/videos/MESMO3.mp4', 'datasets/ufsc/videos/MESMO2.mp4', 'datasets/ufsc/videos/MESMO4.mp4', 'datasets/ufsc/videos/MESMO.mp4']",UFSC
macacão,macacão,macacão,['datasets/ufsc/videos/MACAC%C3%83O.mp4'],UFSC
campainha,campainha,campainha,['datasets/ufsc/videos/CAMPAINHA.mp4'],UFSC
frescar,frescar,frescar,['datasets/ufsc/videos/FRESCAR.mp4'],UFSC
golfinho,golfinho,golfinho,"['datasets/ufsc/videos/GOLFINHO2.mp4', 'datasets/ufsc/videos/GOLFINHO3.mp4', 'datasets/ufsc/videos/GOLFINHO4.mp4', 'datasets/ufsc/videos/GOLFINHO.mp4']",UFSC
feedback,feedback,feedback,['datasets/ufsc/videos/FEEDBACK.mp4'],UFSC
apresentar,apresentar,apresentar,['datasets/ufsc/videos/APRESENTAR.mp4'],UFSC
pato,pato,pato,"['datasets/ufsc/videos/PATO.mp4', 'datasets/ufsc/videos/PATO2.mp4']",UFSC
ciência,ciência,ciência,['datasets/ufsc/videos/CI%C3%8ANCIA.mp4'],UFSC
afastar,afastar,afastar,['datasets/ufsc/videos/AFASTAR.mp4'],UFSC
manhã,manhã,manhã,"['datasets/ufsc/videos/MANH%C3%832.mp4', 'datasets/ufsc/videos/MANH%C3%83.mp4']",UFSC
careta,careta,careto,['datasets/ufsc/videos/E(careta).mp4'],UFSC
praticar,praticar,praticar,['datasets/ufsc/videos/PRATICAR.mp4'],UFSC
perfil,perfil,perfil,['datasets/ufsc/videos/PERFIL.mp4'],UFSC
pressionar,pressionar,pressionar,['datasets/ufsc/videos/PRESSIONAR.mp4'],UFSC
cabeça dura,cabeça dura,cabeça,['datasets/ufsc/videos/CABE%C3%87A-DURA.mp4'],UFSC
conforto,conforto,conforto,['datasets/ufsc/videos/CONFORTO.mp4'],UFSC
robô,robô,robô,['datasets/ufsc/videos/ROB%C3%94.mp4'],UFSC
preto,preto,preto,"['datasets/ufsc/videos/PRETO.mp4', 'datasets/ufsc/videos/PRETO2.mp4']",UFSC
hacker,hacker,hacker,"['datasets/ufsc/videos/HACKER2.mp4', 'datasets/ufsc/videos/HACKER.mp4']",UFSC
empatia,empatia,empatir,['datasets/ufsc/videos/EMPATIA.mp4'],UFSC
copo,copo,copo,"['datasets/ufsc/videos/COPO2.mp4', 'datasets/ufsc/videos/COPO.mp4']",UFSC
semestre,semestre,semestre,"['datasets/ufsc/videos/SEMESTRE.mp4', 'datasets/ufsc/videos/SEMESTRE2.mp4']",UFSC
muito,muito,muito,['datasets/ufsc/videos/MUITO.mp4'],UFSC
relatório,relatório,relatório,['datasets/ufsc/videos/RELAT%C3%93RIO.mp4'],UFSC
mundo,mundo,Mundo,['datasets/ufsc/videos/MUNDO.mp4'],UFSC
campinas,campinas,campina,['datasets/ufsc/videos/CAMPINAS.mp4'],UFSC
imagem,imagem,imagem,['datasets/ufsc/videos/IMAGEM.mp4'],UFSC
embaixo,embaixo,embaixo,['datasets/ufsc/videos/EMBAIXO.mp4'],UFSC
pintor,pintor,pintor,"['datasets/ufsc/videos/PINTOR.mp4', 'datasets/ufsc/videos/PINTOR2.mp4']",UFSC
subjetividade,subjetividade,subjetividade,"['datasets/ufsc/videos/SUBJETIVIDADE2.mp4', 'datasets/ufsc/videos/SUBJETIVIDADE3.mp4', 'datasets/ufsc/videos/SUBJETIVIDADE.mp4']",UFSC
texto,texto,texto,['datasets/ufsc/videos/TEXTO.mp4'],UFSC
sofá,sofá,sofár,['datasets/ufsc/videos/SOF%C3%81.mp4'],UFSC
táxi,táxi,táxi,"['datasets/ufsc/videos/T%C3%81XI.mp4', 'datasets/ufsc/videos/T%C3%81XI2.mp4']",UFSC
pós colónial,pós colónial,pós,['datasets/ufsc/videos/P%C3%93S-COL%C3%93NIAL.mp4'],UFSC
super nintendo,super nintendo,super,['datasets/ufsc/videos/SUPER-NINTENDO.mp4'],UFSC
soletrar,soletrar,soletrar,['datasets/ufsc/videos/SOLETRAR.mp4'],UFSC
fluente,fluente,fluente,['datasets/ufsc/videos/FLUENTE.mp4'],UFSC
ufrn,ufrn,ufrn,['datasets/ufsc/videos/UFRN.mp4'],UFSC
aumentar,aumentar,aumentar,['datasets/ufsc/videos/AUMENTAR.mp4'],UFSC
tchau,tchau,tchau,['datasets/ufsc/videos/TCHAU.mp4'],UFSC
conhecimento,conhecimento,conhecimento,['datasets/ufsc/videos/CONHECIMENTO.mp4'],UFSC
arco íris,arco íris,arco,['datasets/ufsc/videos/ARCO-%C3%8DRIS.mp4'],UFSC
do que,do que,de o,['datasets/ufsc/videos/DO-QUE.mp4'],UFSC
recurso,recurso,recurso,['datasets/ufsc/videos/RECURSO.mp4'],UFSC
júpiter,júpiter,júpiter,['datasets/ufsc/videos/J%C3%9APITER.mp4'],UFSC
contratar,contratar,contratar,['datasets/ufsc/videos/CONTRATAR.mp4'],UFSC
fogo,fogo,fogo,['datasets/ufsc/videos/FOGO.mp4'],UFSC
ou,ou,ou,"['datasets/ufsc/videos/OU.mp4', 'datasets/ufsc/videos/FS(ou).mp4']",UFSC
superior,superior,alto,['datasets/ufsc/videos/SUPERIOR.mp4'],UFSC
meio,meio,meio,['datasets/ufsc/videos/MEIO.mp4'],UFSC
amapá,amapá,amapá,['datasets/ufsc/videos/AMAP%C3%81.mp4'],UFSC
missinário,missinário,missinário,['datasets/ufsc/videos/MISSIN%C3%81RIO.mp4'],UFSC
idade média,idade média,idade,"['datasets/ufsc/videos/IDADE-M%C3%89DIA2.mp4', 'datasets/ufsc/videos/IDADE-M%C3%89DIA.mp4']",UFSC
nepes,nepes,nepes,['datasets/ufsc/videos/NEPES.mp4'],UFSC
bolívia,bolívia,bolívia,['datasets/ufsc/videos/BOL%C3%8DVIA.mp4'],UFSC
professor,professor,professor,['datasets/ufsc/videos/PROFESSOR.mp4'],UFSC
sofrer,sofrer,sofrer,['datasets/ufsc/videos/SOFRER.mp4'],UFSC
graviola,graviola,graviola,['datasets/ufsc/videos/GRAVIOLA.mp4'],UFSC
malásia,malásia,Malásia,['datasets/ufsc/videos/MAL%C3%81SIA.mp4'],UFSC
paraguai,paraguai,paraguai,"['datasets/ufsc/videos/PARAGUAI.mp4', 'datasets/ufsc/videos/PARAGUAI2.mp4']",UFSC
pinta,pinta,pintar,['datasets/ufsc/videos/PINTA.mp4'],UFSC
hospital,hospital,hospital,['datasets/ufsc/videos/HOSPITAL.mp4'],UFSC
menstruar,menstruar,menstruar,"['datasets/ufsc/videos/MENSTRUAR2.mp4', 'datasets/ufsc/videos/MENSTRUAR4.mp4', 'datasets/ufsc/videos/MENSTRUAR.mp4', 'datasets/ufsc/videos/MENSTRUAR3.mp4']",UFSC
vigiar,vigiar,vigiar,['datasets/ufsc/videos/VIGIAR.mp4'],UFSC
ficar,ficar,ficar,"['datasets/ufsc/videos/FICAR2.mp4', 'datasets/ufsc/videos/FICAR3.mp4', 'datasets/ufsc/videos/FICAR4.mp4', 'datasets/ufsc/videos/FICAR.mp4']",UFSC
característica,característica,característicar,['datasets/ufsc/videos/CARACTER%C3%8DSTICA.mp4'],UFSC
macumba,macumba,macumba,['datasets/ufsc/videos/MACUMBA.mp4'],UFSC
comunidade,comunidade,comunidade,['datasets/ufsc/videos/COMUNIDADE.mp4'],UFSC
reclamar,reclamar,reclamar,"['datasets/ufsc/videos/RECLAMAR.mp4', 'datasets/ufsc/videos/RECLAMAR2.mp4']",UFSC
poder,poder,poder,['datasets/ufsc/videos/PODER.mp4'],UFSC
também,também,também,"['datasets/ufsc/videos/TAMB%C3%89M.mp4', 'datasets/ufsc/videos/TAMB%C3%89M2.mp4']",UFSC
anteriormente,anteriormente,anteriormente,['datasets/ufsc/videos/ANTERIORMENTE.mp4'],UFSC
porque,porque,porque,['datasets/ufsc/videos/PORQUE.mp4'],UFSC
fofocar,fofocar,fofocar,"['datasets/ufsc/videos/FOFOCAR5.mp4', 'datasets/ufsc/videos/FOFOCAR2.mp4', 'datasets/ufsc/videos/FOFOCAR.mp4', 'datasets/ufsc/videos/FOFOCAR4.mp4', 'datasets/ufsc/videos/FOFOCAR3.mp4']",UFSC
azul,azul,azul,"['datasets/ufsc/videos/AZUL2.mp4', 'datasets/ufsc/videos/AZUL.mp4']",UFSC
ainda,ainda,ainda,['datasets/ufsc/videos/AINDA.mp4'],UFSC
computador,computador,computador,"['datasets/ufsc/videos/COMPUTADOR.mp4', 'datasets/ufsc/videos/COMPUTADOR2.mp4']",UFSC
sus,sus,sus,['datasets/ufsc/videos/SUS.mp4'],UFSC
rinoceronte,rinoceronte,rinoceronte,['datasets/ufsc/videos/RINOCERONTE.mp4'],UFSC
aprender asl,aprender asl,aprender,['datasets/ufsc/videos/APRENDER-ASL.mp4'],UFSC
sentir,sentir,sentir,"['datasets/ufsc/videos/SENTIR.mp4', 'datasets/ufsc/videos/SENTIR2.mp4']",UFSC
jaca,jaca,Jaca,['datasets/ufsc/videos/JACA.mp4'],UFSC
salvar,salvar,salvar,"['datasets/ufsc/videos/SALVAR4.mp4', 'datasets/ufsc/videos/SALVAR.mp4', 'datasets/ufsc/videos/SALVAR2.mp4', 'datasets/ufsc/videos/SALVAR3.mp4']",UFSC
claro,claro,claro,['datasets/ufsc/videos/CLARO.mp4'],UFSC
ser,ser,ser,['datasets/ufsc/videos/SER.mp4'],UFSC
quase,quase,quase,['datasets/ufsc/videos/QUASE.mp4'],UFSC
maior,maior,grande,['datasets/ufsc/videos/MAIOR.mp4'],UFSC
triplo,triplo,triplo,['datasets/ufsc/videos/TRIPLO.mp4'],UFSC
mac,mac,mac,['datasets/ufsc/videos/MAC.mp4'],UFSC
dia,dia,dia,"['datasets/ufsc/videos/DIA.mp4', 'datasets/ufsc/videos/FS(dia).mp4', 'datasets/ufsc/videos/DIA2.mp4']",UFSC
escovar,escovar,escovar,['datasets/ufsc/videos/ESCOVAR.mp4'],UFSC
youtube,youtube,Youtube,"['datasets/ufsc/videos/YOUTUBE.mp4', 'datasets/ufsc/videos/YOUTUBE3.mp4', 'datasets/ufsc/videos/YOUTUBE2.mp4', 'datasets/ufsc/videos/YOUTUBE4.mp4']",UFSC
viado,viado,viar,['datasets/ufsc/videos/VIADO.mp4'],UFSC
onça,onça,onça,['datasets/ufsc/videos/ON%C3%87A.mp4'],UFSC
instrutor,instrutor,instrutor,['datasets/ufsc/videos/INSTRUTOR.mp4'],UFSC
indefinição,indefinição,indefinição,['datasets/ufsc/videos/INDEFINI%C3%87%C3%83O.mp4'],UFSC
grupo,grupo,grupo,"['datasets/ufsc/videos/GRUPO.mp4', 'datasets/ufsc/videos/GRUPO2.mp4']",UFSC
advogado,advogado,advogado,['datasets/ufsc/videos/ADVOGADO.mp4'],UFSC
terminologia,terminologia,terminologia,['datasets/ufsc/videos/TERMINOLOGIA.mp4'],UFSC
igualdade,igualdade,igualdade,['datasets/ufsc/videos/IGUALDADE.mp4'],UFSC
semana,semana,semana,"['datasets/ufsc/videos/SEMANA2.mp4', 'datasets/ufsc/videos/SEMANA4.mp4', 'datasets/ufsc/videos/SEMANA.mp4', 'datasets/ufsc/videos/SEMANA3.mp4']",UFSC
sim,sim,sim,"['datasets/ufsc/videos/FS(sim).mp4', 'datasets/ufsc/videos/SIM.mp4']",UFSC
bradesco,bradesco,bradesco,"['datasets/ufsc/videos/BRADESCO2.mp4', 'datasets/ufsc/videos/BRADESCO.mp4']",UFSC
diminuir,diminuir,diminuir,['datasets/ufsc/videos/DIMINUIR.mp4'],UFSC
férias,férias,féria,['datasets/ufsc/videos/F%C3%89RIAS.mp4'],UFSC
jabuticaba,jabuticaba,jabuticaba,['datasets/ufsc/videos/JABUTICABA.mp4'],UFSC
semiótica,semiótica,semiótico,['datasets/ufsc/videos/SEMI%C3%93TICA.mp4'],UFSC
carona,carona,caronar,['datasets/ufsc/videos/CARONA.mp4'],UFSC
bengala,bengala,bengalar,['datasets/ufsc/videos/BENGALA.mp4'],UFSC
unicórnio,unicórnio,unicórnio,['datasets/ufsc/videos/UNIC%C3%93RNIO.mp4'],UFSC
cena pi,cena pi,cena,['datasets/ufsc/videos/CENA-PI.mp4'],UFSC
basquete,basquete,basquete,['datasets/ufsc/videos/BASQUETE.mp4'],UFSC
rubéola,rubéola,rubéolo,['datasets/ufsc/videos/RUB%C3%89OLA.mp4'],UFSC
semântica,semântica,semântica,['datasets/ufsc/videos/SEM%C3%82NTICA.mp4'],UFSC
vizinho,vizinho,vizinho,['datasets/ufsc/videos/VIZINHO.mp4'],UFSC
motorista,motorista,motorista,['datasets/ufsc/videos/MOTORISTA.mp4'],UFSC
corrupção,corrupção,corrupção,"['datasets/ufsc/videos/CORRUP%C3%87%C3%83O2.mp4', 'datasets/ufsc/videos/CORRUP%C3%87%C3%83O.mp4']",UFSC
longo,longo,longo,['datasets/ufsc/videos/LONGO.mp4'],UFSC
whatsapp,whatsapp,whatsapp,"['datasets/ufsc/videos/WHATSAPP2.mp4', 'datasets/ufsc/videos/WHATSAPP.mp4', 'datasets/ufsc/videos/WHATSAPP3.mp4']",UFSC
candidatar,candidatar,candidatar,['datasets/ufsc/videos/CANDIDATAR.mp4'],UFSC
sócio,sócio,sócio,"['datasets/ufsc/videos/S%C3%93CIO.mp4', 'datasets/ufsc/videos/S%C3%93CIO2.mp4']",UFSC
instante,instante,instante,['datasets/ufsc/videos/INSTANTE.mp4'],UFSC
dialogar,dialogar,dialogar,['datasets/ufsc/videos/DIALOGAR.mp4'],UFSC
quarta série,quarta série,quarto,['datasets/ufsc/videos/QUARTA-S%C3%89RIE.mp4'],UFSC
moda,moda,modo,"['datasets/ufsc/videos/MODA2.mp4', 'datasets/ufsc/videos/MODA3.mp4', 'datasets/ufsc/videos/MODA.mp4']",UFSC
pinguim,pinguim,pinguim,['datasets/ufsc/videos/PINGUIM.mp4'],UFSC
objetivo,objetivo,objetivo,['datasets/ufsc/videos/OBJETIVO.mp4'],UFSC
quadra,quadra,quadra,['datasets/ufsc/videos/QUADRA.mp4'],UFSC
capitão,capitão,capitão,['datasets/ufsc/videos/CAPIT%C3%83O.mp4'],UFSC
rádio,rádio,rádio,['datasets/ufsc/videos/R%C3%81DIO.mp4'],UFSC
adjetivo,adjetivo,adjetivo,['datasets/ufsc/videos/ADJETIVO.mp4'],UFSC
circo,circo,circo,['datasets/ufsc/videos/CIRCO.mp4'],UFSC
churrascaria,churrascaria,churrascaria,['datasets/ufsc/videos/CHURRASCARIA.mp4'],UFSC
disciplina,disciplina,disciplina,['datasets/ufsc/videos/DISCIPLINA.mp4'],UFSC
gravata,gravata,gravatar,['datasets/ufsc/videos/GRAVATA.mp4'],UFSC
boneca,boneca,boneca,['datasets/ufsc/videos/BONECA.mp4'],UFSC
separar,separar,separar,"['datasets/ufsc/videos/SEPARAR4.mp4', 'datasets/ufsc/videos/SEPARAR2.mp4', 'datasets/ufsc/videos/SEPARAR3.mp4', 'datasets/ufsc/videos/SEPARAR.mp4']",UFSC
mímica,mímica,mímico,['datasets/ufsc/videos/M%C3%8DMICA.mp4'],UFSC
depois,depois,depois,"['datasets/ufsc/videos/E(depois).mp4', 'datasets/ufsc/videos/DEPOIS.mp4']",UFSC
missa,missa,missa,['datasets/ufsc/videos/MISSA.mp4'],UFSC
perspectiva,perspectiva,perspectiva,['datasets/ufsc/videos/PERSPECTIVA.mp4'],UFSC
porco,porco,porco,"['datasets/ufsc/videos/PORCO2.mp4', 'datasets/ufsc/videos/PORCO4.mp4', 'datasets/ufsc/videos/PORCO.mp4', 'datasets/ufsc/videos/PORCO3.mp4']",UFSC
pinça,pinça,pinçar,['datasets/ufsc/videos/PIN%C3%87A.mp4'],UFSC
consciência,consciência,consciência,['datasets/ufsc/videos/CONSCI%C3%8ANCIA.mp4'],UFSC
massagear,massagear,massagear,"['datasets/ufsc/videos/MASSAGEAR.mp4', 'datasets/ufsc/videos/MASSAGEAR2.mp4']",UFSC
cachorro,cachorro,cachorro,['datasets/ufsc/videos/CACHORRO.mp4'],UFSC
melhorar,melhorar,melhorar,['datasets/ufsc/videos/MELHORAR.mp4'],UFSC
link,link,linkr,['datasets/ufsc/videos/LINK.mp4'],UFSC
minuto,minuto,minuto,['datasets/ufsc/videos/MINUTO.mp4'],UFSC
ângulo,ângulo,ângulo,['datasets/ufsc/videos/%C3%82NGULO.mp4'],UFSC
drogas,drogas,droga,"['datasets/ufsc/videos/DROGAS2.mp4', 'datasets/ufsc/videos/DROGAS.mp4']",UFSC
organizar,organizar,organizar,['datasets/ufsc/videos/ORGANIZAR.mp4'],UFSC
ensinar,ensinar,ensinar,['datasets/ufsc/videos/ENSINAR.mp4'],UFSC
bochecha,bochecha,bochechar,['datasets/ufsc/videos/BOCHECHA.mp4'],UFSC
ver,ver,ver,"['datasets/ufsc/videos/E(ver).mp4', 'datasets/ufsc/videos/VER.mp4']",UFSC
meia hora,meia hora,meia,['datasets/ufsc/videos/MEIA-HORA.mp4'],UFSC
criança agitar,criança agitar,criança,['datasets/ufsc/videos/CRIAN%C3%87A-AGITAR.mp4'],UFSC
simultânea,simultânea,simultâneo,['datasets/ufsc/videos/SIMULT%C3%82NEA.mp4'],UFSC
esterótipos,esterótipos,esterótipo,['datasets/ufsc/videos/ESTER%C3%93TIPOS.mp4'],UFSC
aparelho auditivo,aparelho auditivo,aparelho,['datasets/ufsc/videos/APARELHO-AUDITIVO.mp4'],UFSC
gengibre,gengibre,gengibrir,"['datasets/ufsc/videos/GENGIBRE2.mp4', 'datasets/ufsc/videos/GENGIBRE.mp4', 'datasets/ufsc/videos/GENGIBRE3.mp4']",UFSC
convite,convite,convite,['datasets/ufsc/videos/CONVITE.mp4'],UFSC
bala,bala,bala,['datasets/ufsc/videos/BALA.mp4'],UFSC
internet,internet,Internet,"['datasets/ufsc/videos/INTERNET.mp4', 'datasets/ufsc/videos/INTERNET2.mp4', 'datasets/ufsc/videos/INTERNET3.mp4']",UFSC
bósnia herzegovina,bósnia herzegovina,Bósnia,['datasets/ufsc/videos/B%C3%93SNIA-HERZEGOVINA.mp4'],UFSC
nenhum,nenhum,nenhum,['datasets/ufsc/videos/NENHUM.mp4'],UFSC
velocímentro,velocímentro,velocímentro,['datasets/ufsc/videos/VELOC%C3%8DMENTRO.mp4'],UFSC
especial,especial,especial,['datasets/ufsc/videos/ESPECIAL.mp4'],UFSC
cama,cama,camar,['datasets/ufsc/videos/CAMA.mp4'],UFSC
limão,limão,limãor,"['datasets/ufsc/videos/LIM%C3%83O2.mp4', 'datasets/ufsc/videos/LIM%C3%83O.mp4']",UFSC
mentir,mentir,mentir,['datasets/ufsc/videos/MENTIR.mp4'],UFSC
folha,folha,Folha,['datasets/ufsc/videos/FOLHA.mp4'],UFSC
ponto de ônibus,ponto de ônibus,ponto,"['datasets/ufsc/videos/PONTO-DE-%C3%94NIBUS.mp4', 'datasets/ufsc/videos/PONTO-DE-%C3%94NIBUS2.mp4']",UFSC
famoso,famoso,famoso,['datasets/ufsc/videos/FAMOSO.mp4'],UFSC
ar,ar,ar,['datasets/ufsc/videos/FS(ar).mp4'],UFSC
linguagem,linguagem,linguagem,['datasets/ufsc/videos/LINGUAGEM.mp4'],UFSC
caro,caro,caro,"['datasets/ufsc/videos/CARO2.mp4', 'datasets/ufsc/videos/CARO.mp4']",UFSC
surfe,surfe,surfe,['datasets/ufsc/videos/SURFE.mp4'],UFSC
nordeste,nordeste,nordeste,['datasets/ufsc/videos/NORDESTE.mp4'],UFSC
áustria,áustria,áustria,['datasets/ufsc/videos/%C3%81USTRIA.mp4'],UFSC
página,página,págino,['datasets/ufsc/videos/P%C3%81GINA.mp4'],UFSC
segredo,segredo,segredo,"['datasets/ufsc/videos/SEGREDO2.mp4', 'datasets/ufsc/videos/SEGREDO.mp4']",UFSC
escola laura muller,escola laura muller,Escola,['datasets/ufsc/videos/ESCOLA-LAURA-MULLER.mp4'],UFSC
enem,enem,enem,['datasets/ufsc/videos/ENEM.mp4'],UFSC
ótimo,ótimo,bom,"['datasets/ufsc/videos/%C3%93TIMO.mp4', 'datasets/ufsc/videos/E(%C3%B3timo).mp4', 'datasets/ufsc/videos/%C3%93TIMO2.mp4']",UFSC
boía indicador,boía indicador,boía,['datasets/ufsc/videos/BO%C3%8DA-INDICADOR.mp4'],UFSC
tocantins,tocantins,tocantim,['datasets/ufsc/videos/TOCANTINS.mp4'],UFSC
popular,popular,popular,['datasets/ufsc/videos/POPULAR.mp4'],UFSC
gasolina,gasolina,gasolinar,['datasets/ufsc/videos/GASOLINA.mp4'],UFSC
irado,irado,irar,"['datasets/ufsc/videos/IRADO2.mp4', 'datasets/ufsc/videos/IRADO.mp4']",UFSC
representar,representar,representar,['datasets/ufsc/videos/REPRESENTAR.mp4'],UFSC
cortar,cortar,cortar,['datasets/ufsc/videos/CORTAR.mp4'],UFSC
vaca,vaca,vaca,['datasets/ufsc/videos/VACA.mp4'],UFSC
ponte,ponte,ponte,['datasets/ufsc/videos/PONTE.mp4'],UFSC
tentar,tentar,tentar,"['datasets/ufsc/videos/TENTAR2.mp4', 'datasets/ufsc/videos/TENTAR.mp4']",UFSC
ginástica de trampolim,ginástica de trampolim,ginástica,['datasets/ufsc/videos/GIN%C3%81STICA-DE-TRAMPOLIM.mp4'],UFSC
telha,telha,telha,['datasets/ufsc/videos/TELHA.mp4'],UFSC
projetor,projetor,projetor,['datasets/ufsc/videos/PROJETOR.mp4'],UFSC
área,área,área,['datasets/ufsc/videos/%C3%81REA.mp4'],UFSC
