name,checked,lemma,path,dictionary,Link,Instituicao
afillhado,afillhado,afillhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1232-afillhado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1232-afillhado.mp4,UFV
amarelocor,amarelocor,amarelocor,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/810-amarelocor.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/810-amarelocor.mp4,UFV
dedo medio,dedo médio,dedo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/dedo-medio-1.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dedo-medio-1.mp4,UFV
perna,perna,pernar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1174-perna.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1174-perna.mp4,UFV
garganta,garganta,garganta,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/835-garganta.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/835-garganta.mp4,UFV
entender,entender,entender,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01656-entender.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01656-entender.mp4,UFV
ervilha,ervilha,ervilha,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/Ervilha.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/Ervilha.mp4,UFV
alguem,alguém,alguir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1358-alguem.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1358-alguem.mp4,UFV
maio,maio,maio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01524-Maio.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01524-Maio.mp4,UFV
zebra,zebra,zebrar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/zebra.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/zebra.mp4,UFV
chutar,chutar,chutar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01612-Chutar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01612-Chutar.mp4,UFV
nublado,nublado,nublar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1325-nublado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1325-nublado.mp4,UFV
urso,urso,urso,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/urso.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/urso.mp4,UFV
país,país,país,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1244-país.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1244-pa%C3%ADs.mp4,UFV
brocolis,brócolis,brocoli,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/brocolis.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/brocolis.mp4,UFV
clarocor,clarocor,clarocor,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/806-clarocor.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/806-clarocor.mp4,UFV
palhaço,palhaço,palhaço,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01427-Palhaço.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01427-Palha%C3%A7o.mp4,UFV
israel,israel,Israel,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01037-israel.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01037-israel.mp4,UFV
economia,economia,economia,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/793-economia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/793-economia.mp4,UFV
filha,filha,filha,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/899-filha.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/899-filha.mp4,UFV
abrir,abrir,abrir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01553-Abrir.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01553-Abrir.mp4,UFV
aposentado,aposentado,aposentar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/681-aposentado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/681-aposentado.mp4,UFV
altar,altar,altar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1355-altar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1355-altar.mp4,UFV
esquecer,esquecer,esquecer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01663-esquecer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01663-esquecer.mp4,UFV
taxi,táxi,taxi,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01549-Taxi.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01549-Taxi.mp4,UFV
verão,verão,ver,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01535-Verão.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01535-Ver%C3%A3o.mp4,UFV
camisa,camisa,camisa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/854-camisa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/854-camisa.mp4,UFV
escrever,escrever,escrever,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01660-escrever.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01660-escrever.mp4,UFV
ursinho,ursinho,ursinho,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/ursinho.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ursinho.mp4,UFV
base,base,base,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/base.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/base.mp4,UFV
acessibilidade,acessibilidade,acessibilidade,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/acessibilidade.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/acessibilidade.mp4,UFV
casa,casa,casa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/casa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/casa.mp4,UFV
individuo,individuo,individuo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1361-individuo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1361-individuo.mp4,UFV
naogostar,naogostar,naogostar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1339-naogostar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1339-naogostar.mp4,UFV
absorvente,absorvente,absorvente,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/absorvente-1.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/absorvente-1.mp4,UFV
maceio,maceió,maceio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1235-maceio.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1235-maceio.mp4,UFV
escurocor,escurocor,escurocor,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/813-escurocor.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/813-escurocor.mp4,UFV
multa,multa,multa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1195-multa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1195-multa.mp4,UFV
australia,austrália,australia,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01005-australia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01005-australia.mp4,UFV
esperar,esperar,esperar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01662-esperar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01662-esperar.mp4,UFV
calcinha,calcinha,calcinhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/853-calcinha.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/853-calcinha.mp4,UFV
estrela,estrela,estrela,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1315-estrela.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1315-estrela.mp4,UFV
natalcidade,natalcidade,natalcidade,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1242-natalcidade.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1242-natalcidade.mp4,UFV
caqui,caqui,caqui,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/caqui.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/caqui.mp4,UFV
bom dia,bom dia,bom,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01446-Bom-Dia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01446-Bom-Dia.mp4,UFV
cozinheiro,cozinheiro,cozinheiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01409-Cozinheiro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01409-Cozinheiro.mp4,UFV
basquete,basquete,basquete,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00959-basquete.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00959-basquete.mp4,UFV
consertar,consertar,consertar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01618-Consertar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01618-Consertar.mp4,UFV
agulha de crochê,agulha de crochê,agulha,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/agulha-de-crochê.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/agulha-de-croch%C3%AA.mp4,UFV
emprestimo,empréstimo,emprestimo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1186-emprestimo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1186-emprestimo.mp4,UFV
abajur,abajur,abajur,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01454-Abajur.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01454-Abajur.mp4,UFV
duvidar,duvidar,duvidar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01652-duvidar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01652-duvidar.mp4,UFV
binario,binário,binario,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/binario.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/binario.mp4,UFV
escova de dente,escova de dente,escovar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00940-escova-de-dente.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00940-escova-de-dente.mp4,UFV
exagerar,exagerar,exagerar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01666-exagerar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01666-exagerar.mp4,UFV
azeite,azeite,azeite,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/azeite.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/azeite.mp4,UFV
cabeça,cabeça,cabeça,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/834-cabeça.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/834-cabe%C3%A7a.mp4,UFV
dente,dente,dente,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01163-dente.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01163-dente.mp4,UFV
desaparecer,desaparecer,desaparecer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/desaparecer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/desaparecer.mp4,UFV
uva,uva,uva,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/uva.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/uva.mp4,UFV
parar,parar,parar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01722-parar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01722-parar.mp4,UFV
bolsa,bolsa,Bolsa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/848-bolsa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/848-bolsa.mp4,UFV
obrigado,obrigado,obrigar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01448-Obrigado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01448-Obrigado.mp4,UFV
verdecor,verdecor,verdecor,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/817-verdecor.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/817-verdecor.mp4,UFV
pensao,pensão,pensaor,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1198-pensao.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1198-pensao.mp4,UFV
tia,tia,tia,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00933-tia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00933-tia.mp4,UFV
saque,saque,saque,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1201-saque.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1201-saque.mp4,UFV
enxada,enxada,enxar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/enxada.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/enxada.mp4,UFV
enxada,enxada,enxar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/enxada.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/enxada.mp4,UFV
comer,comer,comer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01614-Comer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01614-Comer.mp4,UFV
chuva,chuva,chuva,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1311-chuva.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1311-chuva.mp4,UFV
espinafre,espinafre,espinafre,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/espinafre.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/espinafre.mp4,UFV
amigo,amigo,amigo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/890-amigo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/890-amigo.mp4,UFV
dezembro,dezembro,dezembro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01515-Dezembro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01515-Dezembro.mp4,UFV
oculos,óculos,oculo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01795-oculos.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01795-oculos.mp4,UFV
pagar,pagar,pagar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01720-pagar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01720-pagar.mp4,UFV
expulsar,expulsar,expulsar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01668-expulsar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01668-expulsar.mp4,UFV
jantar,jantar,jantar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/516-Jantar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/516-Jantar.mp4,UFV
vermelhocor,vermelhocor,vermelhocorr,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/818-vermelhocor.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/818-vermelhocor.mp4,UFV
ombro,ombro,ombro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01169-ombro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01169-ombro.mp4,UFV
ponte,ponte,ponte,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01547-Ponte.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01547-Ponte.mp4,UFV
copo,copo,copo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01470-Copo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01470-Copo.mp4,UFV
apagar,apagar,apagar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01589-Apagar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01589-Apagar.mp4,UFV
perú,perú,perú,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1252-perú.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1252-per%C3%BA.mp4,UFV
brinquedo,brinquedo,Brinquedo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00964-brinquedo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00964-brinquedo.mp4,UFV
naoconsegui,naoconsegui,naoconsegui,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1338-naoconsegui.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1338-naoconsegui.mp4,UFV
dormir,dormir,dormir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01651-dormir.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01651-dormir.mp4,UFV
sangue,sangue,sangue,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/841-sangue.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/841-sangue.mp4,UFV
facebook,facebook,facebook,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01133-facebook.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01133-facebook.mp4,UFV
distrair,distrair,distrair,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01648-distrair2.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01648-distrair2.mp4,UFV
compilar,compilar,compilar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/compilar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/compilar.mp4,UFV
esmalte,esmalte,esmalte,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/esmalte.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/esmalte.mp4,UFV
veado,veado,vear,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/veado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/veado.mp4,UFV
alma,alma,alma,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01801-alma.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01801-alma.mp4,UFV
farinha,farinha,farinha,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/farinha.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/farinha.mp4,UFV
aprendizagem,aprendizagem,aprendizagem,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/aprendizagem.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aprendizagem.mp4,UFV
passear,passear,passear,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01725-passear.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01725-passear.mp4,UFV
curto,curto,curto,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/curto.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/curto.mp4,UFV
dedo indicador,dedo indicador,dedo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/dedo-indicador.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dedo-indicador.mp4,UFV
quatro,quatro,quatro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1347-quatro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1347-quatro.mp4,UFV
amante,amante,amante,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01586-Amante.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01586-Amante.mp4,UFV
parcela,parcela,parcela,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1197-parcela.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1197-parcela.mp4,UFV
cabelereiro,cabelereiro,cabelereiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01406-Cabelereiro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01406-Cabelereiro.mp4,UFV
outono,outono,outono,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01529-Outono.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01529-Outono.mp4,UFV
orelhao,orelhão,orelhao,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01142-orelhao.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01142-orelhao.mp4,UFV
cunhada,cunhada,cunhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/895-cunhada.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/895-cunhada.mp4,UFV
ovario,ovário,ovario,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1171-ovario.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/1171-ovario.mp4,UFV
pedir,pedir,pedir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01727-pedir.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01727-pedir.mp4,UFV
alto,alto,alto,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/alto.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alto.mp4,UFV
unha,unha,unhr,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/842-unha.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/842-unha.mp4,UFV
cinco,cinco,cinco,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1341-cinco.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1341-cinco.mp4,UFV
noiva,noiva,noivar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/919-noiva.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/919-noiva.mp4,UFV
banheira,banheira,Banheira,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01459-Banheira.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01459-Banheira.mp4,UFV
domino,domino,domino,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00972-domino.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00972-domino.mp4,UFV
acerola,acerola,acerolo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/acerola.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/acerola.mp4,UFV
sala,sala,sala,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01498-Sala.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01498-Sala.mp4,UFV
farmaceutico,farmacêutico,farmaceutico,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01415-Farmaceutico.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01415-Farmaceutico.mp4,UFV
jornal,jornal,jornal,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01140-jornal.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01140-jornal.mp4,UFV
vizinho,vizinho,vizinho,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00935-vizinho.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00935-vizinho.mp4,UFV
coruja,coruja,coruja,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/coruja.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/coruja.mp4,UFV
roxo,roxo,roxo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/876-roxo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/876-roxo.mp4,UFV
